reaction_id	min_flux	max_flux
EX_cpd02992_medium	0.000000	0.000000
EX_cpd90017_medium	0.000000	0.000000
EX_cpd90003_medium	0.000000	0.000000
EX_cpd90008_medium	0.000000	0.000000
EX_cpd90006_medium	0.000000	0.000000
EX_cpd90005_medium	0.000000	0.000000
EX_cpd90007_medium	0.000000	0.000000
EX_cpd90004_medium	0.000000	0.000000
EX_cpd00526_medium	0.000000	2.000000
EX_cpd02829_medium	0.000000	0.666667
EX_cpd23431_medium	0.000000	2.000000
EX_cpd01663_medium	-0.333333	1.666667
EX_cpd35610_medium	0.000000	1.000000
EX_cpd11746_medium	0.000000	0.000000
EX_cpd01376_medium	0.000000	0.000000
EX_cpd90020_medium	0.000000	0.000000
EX_cpd90021_medium	0.000000	0.000000
EX_cpd90022_medium	0.000000	0.000000
EX_cpd00011_medium	-59.935562	402.653811
EX_cpd00007_medium	0.000000	0.000000
EX_cpd01981_medium	0.001074	0.001193
EX_cpd00073_medium	0.000000	8.426221
EX_cpd01861_medium	0.000000	0.553962
EX_cpd00453_medium	0.000000	0.553962
EX_cpd00071_medium	0.000000	311.318582
EX_cpd00150_medium	0.000000	0.000000
EX_cpd08021_medium	0.000000	0.000000
EX_cpd00450_medium	0.000000	0.000000
EX_cpd00363_medium	-0.100000	277.713163
EX_cpd00055_medium	0.000000	0.000000
EX_cpd00448_medium	0.000000	211.269503
EX_cpd00025_medium	0.000000	0.000000
EX_cpd00239_medium	0.000000	0.025828
EX_cpd00359_medium	0.000000	14.812995
EX_cpd00659_medium	0.000000	0.000000
EX_cpd00418_medium	0.000000	0.000000
EX_cpd00371_medium	0.000000	0.553962
EX_cpd00811_medium	0.000000	0.000000
EX_cpd01024_medium	0.000000	0.000000
EX_cpd00204_medium	0.000000	161.825360
EX_cpd00528_medium	0.000000	0.000000
EX_cpd11632_medium	0.000000	0.000000
EX_cpd03662_medium	0.000000	0.000000
EX_cpd00178_medium	0.000000	0.000000
EX_cpd01618_medium	0.000000	0.553962
EX_cpd00211_medium	-0.050054	188.203570
EX_cpd00220_medium	-0.007158	4.742447
EX_cpd00644_medium	-0.032270	10.176653
EX_cpd00087_medium	-0.010737	-0.009663
EX_cpd00588_medium	-0.033333	64.971030
EX_cpd00035_medium	-3.000000	22.334827
EX_cpd00033_medium	-3.000000	23.325222
EX_cpd00300_medium	-4.000000	1.961786
EX_cpd00322_medium	-0.325576	15.274784
EX_cpd00107_medium	-1.642207	13.479662
EX_cpd00066_medium	-0.159481	14.847932
EX_cpd00129_medium	-1.793527	23.062204
EX_cpd00054_medium	-3.000000	22.334827
EX_cpd00161_medium	-2.000000	22.932857
EX_cpd00065_medium	-0.048932	7.362459
EX_cpd00069_medium	-0.118705	14.884630
EX_cpd00156_medium	-2.275310	14.441388
EX_cpd03246_medium	-0.666667	0.000000
EX_cpd03247_medium	-1.000000	0.000000
EX_cpd03047_medium	-1.000000	0.000000
EX_cpd01318_medium	-1.000000	0.000000
EX_cpd00210_medium	0.000000	1.666667
EX_cpd00281_medium	0.000000	26.607439
EX_cpd03198_medium	0.000000	0.000000
EX_cpd00020_medium	0.000000	285.486342
EX_cpd00053_medium	0.000000	8.460317
EX_cpd00221_medium	0.000000	299.666964
EX_cpd00164_medium	0.000000	0.000000
EX_cpd00105_medium	0.000000	119.491336
EX_cpd00003_medium	0.000000	1.757484
EX_cpd00028_medium	0.000000	0.118953
EX_cpd00309_medium	0.000000	5.961786
B_caecimuris_I48_to_community_biomass	0.272051	0.302279
E_clostridioformis_YL32_TP_cpd00794_E_clostridioformis_YL32_e0	0.000000	0.000000
E_clostridioformis_YL32_TP_cpd00001_E_clostridioformis_YL32_e0	-33.333333	195.300546
E_clostridioformis_YL32_TP_cpd03247_E_clostridioformis_YL32_e0	-0.333333	0.000000
E_clostridioformis_YL32_TP_cpd00033_E_clostridioformis_YL32_e0	-1.000000	13.812995
E_clostridioformis_YL32_TP_cpd01663_E_clostridioformis_YL32_e0	0.000000	0.666667
E_clostridioformis_YL32_TP_cpd01318_E_clostridioformis_YL32_e0	-0.333333	0.000000
E_clostridioformis_YL32_TP_cpd00526_E_clostridioformis_YL32_e0	0.000000	0.666667
E_clostridioformis_YL32_TP_cpd00009_E_clostridioformis_YL32_e0	-2.000000	-0.273702
E_clostridioformis_YL32_TP_cpd00023_E_clostridioformis_YL32_e0	-3.000000	11.812995
