reaction_id	flux
B_caecimuris_I48_rxn01153_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01169_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01171_B_caecimuris_I48_c0	0.200000
B_caecimuris_I48_rxn01199_B_caecimuris_I48_c0	0.100000
B_caecimuris_I48_rxn01200_B_caecimuris_I48_c0	0.485739
B_caecimuris_I48_rxn01207_B_caecimuris_I48_c0	0.091589
B_caecimuris_I48_rxn01210_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01211_B_caecimuris_I48_c0	0.004343
B_caecimuris_I48_rxn01213_B_caecimuris_I48_c0	0.015184
B_caecimuris_I48_rxn01217_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01218_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01219_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01228_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01231_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01236_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01241_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01251_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01252_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01255_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01256_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01257_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01265_B_caecimuris_I48_c0	-0.004343
B_caecimuris_I48_rxn01268_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01270_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01275_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01276_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01278_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01292_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01300_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01301_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01302_B_caecimuris_I48_c0	-0.386368
B_caecimuris_I48_rxn01303_B_caecimuris_I48_c0	0.386368
B_caecimuris_I48_rxn01304_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01308_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01317_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01322_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01329_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01331_B_caecimuris_I48_c0	0.004343
B_caecimuris_I48_rxn01333_B_caecimuris_I48_c0	-0.546474
B_caecimuris_I48_rxn01334_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01343_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01346_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01347_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01348_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01351_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01353_B_caecimuris_I48_c0	0.028044
B_caecimuris_I48_rxn01354_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01355_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01358_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01361_B_caecimuris_I48_c0	1.063565
B_caecimuris_I48_rxn01362_B_caecimuris_I48_c0	-1.063565
B_caecimuris_I48_rxn01368_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01370_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01387_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01388_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01390_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01391_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01418_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01419_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01423_B_caecimuris_I48_c0	0.000000
B_caecimuris_I48_rxn01426_B_caecimuris_I48_c0	0.000000
